City_ID,City,Country,Temperature,Humidity,Cloudiness,Windspeed,Latitude,Longitude,Date
282,lavrentiya,RU,-8.25,88,34,4.34,65.5833,-171.0,1647859975
283,salalah,OM,83.26,20,2,7.29,17.0151,54.0924,1647859976
284,guanay,BO,68.23,100,91,1.25,-15.4975,-67.8797,1647859976
285,tselinnoye,RU,24.66,88,57,8.05,53.0833,85.6667,1647859977
286,margate,GB,54.1,71,15,1.01,51.3813,1.3862,1647859978
287,bismarck,US,39.87,83,99,15.01,46.8083,-100.7837,1647859979
288,sjovegan,NO,43.21,90,100,19.66,68.8726,17.8474,1647859980
289,bada,RU,16.92,91,36,3.29,51.392,109.8717,1647859981
290,codrington,AU,60.62,83,100,5.95,-38.2667,141.9667,1647859982
291,mayumba,GA,81.52,73,100,4.68,-3.432,10.6554,1647859983
292,mizoch,UA,48.58,47,0,8.66,50.4,26.15,1647859983
293,correntina,BR,74.46,66,89,3.13,-13.3433,-44.6367,1647859984
294,katangli,RU,13.71,81,66,9.44,51.7102,143.2326,1647859985
295,musoma,TZ,81.54,57,3,17.94,-1.5,33.8,1647859986
296,rawson,AR,63.01,50,90,28.57,-43.3002,-65.1023,1647859743
297,constitucion,CL,59.2,83,78,6.58,-35.3333,-72.4167,1647859987
298,bereda,ES,59.14,61,49,6.33,43.2686,-7.5406,1647859988
299,christchurch,NZ,61.0,90,75,16.11,-43.5333,172.6333,1647859800
300,bongaree,AU,73.42,74,0,13.04,-27.0797,153.1586,1647859989
301,porto torres,IT,57.38,54,6,20.65,40.835,8.3972,1647859990
302,dalmatovo,RU,31.48,83,100,11.14,56.26,62.9362,1647859991
303,kuito,AO,68.59,78,100,6.31,-12.3833,16.9333,1647859992
304,arkhipo-osipovka,RU,45.43,41,32,11.61,44.37,38.52,1647859993
305,tasiilaq,GL,-1.66,61,2,5.95,65.6145,-37.6368,1647859993
306,khorixas,NA,88.02,38,12,17.02,-20.3667,14.9667,1647859994
307,korhogo,CI,93.27,39,64,5.7,9.45,-5.6333,1647859995
308,rio gallegos,AR,42.85,87,0,8.05,-51.6226,-69.2181,1647859758
309,coffeyville,US,54.91,53,75,4.61,37.0373,-95.6164,1647859804
310,pacific grove,US,47.66,85,77,1.99,36.6177,-121.9166,1647859997
311,mount gambier,AU,58.91,88,97,6.91,-37.8333,140.7667,1647859998
312,de aar,ZA,77.34,33,1,2.86,-30.6497,24.0123,1647859999
313,piacabucu,BR,82.96,69,78,6.96,-10.4056,-36.4344,1647859999
314,sambava,MG,81.45,85,81,13.2,-14.2667,50.1667,1647860000
315,diamantino,BR,72.27,95,77,1.92,-14.4086,-56.4461,1647860001
316,chaman,PK,74.8,11,0,5.06,30.9236,66.4512,1647860002
317,morvi,IN,99.03,9,2,10.92,22.8167,70.8333,1647860003
318,sitka,US,44.49,65,100,11.5,57.0531,-135.33,1647859839
319,tukrah,LY,53.37,58,84,25.3,32.5341,20.5791,1647860006
320,shingu,JP,50.27,70,95,2.26,33.7333,135.9833,1647860006
321,yumen,CN,38.89,40,100,12.84,40.2833,97.2,1647860008
322,cap malheureux,MU,87.48,74,46,4.0,-19.9842,57.6142,1647860008
323,likasi,CD,72.72,75,93,6.2,-10.9814,26.7333,1647860009
324,rypefjord,NO,39.67,70,75,36.82,70.6333,23.6667,1647860011
325,keflavik,IS,36.03,75,100,12.66,64.0049,-22.5624,1647860011
326,mount isa,AU,87.57,30,43,6.91,-20.7333,139.5,1647860012
327,cravo norte,CO,80.98,58,96,5.64,6.3017,-70.2041,1647860013
328,ostrovnoy,RU,36.57,81,87,22.24,68.0531,39.5131,1647860014
329,graaff-reinet,ZA,82.45,34,3,6.87,-32.2522,24.5308,1647860015
330,fortuna,US,39.65,95,75,6.91,40.5982,-124.1573,1647860015
331,anori,BR,72.88,99,100,2.15,-3.7728,-61.6442,1647860016
332,tiruchchendur,IN,93.49,63,15,19.35,8.4833,78.1167,1647860017
333,biak,ID,75.38,83,100,2.21,-0.9131,122.8766,1647860018
334,padang,ID,87.85,76,52,2.55,-0.9492,100.3543,1647860018
335,lukovetskiy,RU,35.47,82,58,6.2,64.2956,41.9211,1647860020
336,narsaq,GL,5.83,61,0,5.95,60.9167,-46.05,1647860021
337,coquimbo,CL,56.93,88,100,3.44,-29.9533,-71.3436,1647860021
338,barbacena,BR,60.31,94,100,6.91,-21.2258,-43.7736,1647860023
339,surt,LY,57.34,51,76,17.07,31.2089,16.5887,1647860024
340,itarema,BR,79.39,83,87,9.17,-2.9248,-39.9167,1647860024
341,bonavista,CA,29.75,95,100,29.64,48.6499,-53.1147,1647860025
342,ayan,RU,11.12,71,0,12.44,56.45,138.1667,1647860026
343,makat,KZ,39.96,65,94,20.45,47.6469,53.3463,1647860027
344,timbiqui,CO,74.08,96,95,5.12,2.7717,-77.6654,1647860027
345,jacksonville,US,53.6,80,0,0.0,30.3322,-81.6556,1647859884
346,ambilobe,MG,86.7,72,97,0.51,-13.2,49.05,1647860029
347,colac,AU,60.84,94,76,4.99,-38.3333,143.5833,1647860030
348,concordia,AR,57.27,80,75,9.22,-31.393,-58.0209,1647860031
349,dingle,PH,79.45,81,92,7.07,10.9995,122.6711,1647860032
350,waingapu,ID,80.94,81,93,4.52,-9.6567,120.2641,1647860033
351,andapa,MG,78.42,85,98,3.49,-14.65,49.65,1647860034
352,magnolia,US,42.49,78,70,6.13,33.2671,-93.2393,1647859939
353,shaunavon,CA,24.58,52,20,11.65,49.6501,-108.4181,1647860035
354,samarai,PG,84.61,73,76,7.09,-10.6167,150.6667,1647860036
355,bengkulu,ID,81.36,74,82,4.29,-3.8004,102.2655,1647860037
356,alekseyevsk,RU,26.2,84,100,10.71,57.8406,108.3492,1647860038
357,staroaleyskoye,RU,27.27,80,45,16.69,51.0061,82.0,1647860039
358,kanganpur,PK,102.63,6,0,4.85,30.7663,74.1231,1647860039
359,seabra,BR,71.4,73,6,3.87,-12.4186,-41.7703,1647860040
360,abu dhabi,AE,84.31,51,0,6.91,24.4667,54.3667,1647860041
361,lata,PT,66.07,74,96,8.77,40.1629,-8.3327,1647860042
362,paracuru,BR,81.1,82,93,7.63,-3.41,-39.0306,1647860042
363,hurricane,US,45.07,34,46,14.27,37.1753,-113.2899,1647860043
364,abrego,CO,61.23,91,52,4.7,8.0807,-73.2205,1647860045
365,husavik,IS,29.55,74,100,6.8,66.0449,-17.3389,1647860046
366,santiago del estero,AR,64.17,52,100,4.45,-27.7951,-64.2615,1647860047
367,muli,MV,83.82,67,7,15.99,2.9167,73.5667,1647860047
368,boshnyakovo,RU,17.06,77,95,6.08,49.6333,142.1667,1647860048
369,istok,XK,43.36,45,0,8.57,42.7808,20.4875,1647860049
370,veraval,IN,84.78,54,25,14.5,20.9,70.3667,1647860050
371,pervomayskoye,RU,44.51,26,0,4.41,43.919,46.7102,1647860052
372,mae sai,TH,80.46,64,60,1.43,20.4335,99.8762,1647860052
373,emirdag,TR,34.16,39,42,9.4,39.0197,31.15,1647860053
374,sulangan,PH,82.72,77,99,9.33,11.1373,123.7228,1647860054
375,menzelinsk,RU,31.75,78,55,15.03,55.7271,53.1026,1647860055
376,san cristobal,VE,66.38,77,88,1.16,7.7669,-72.225,1647860056
377,leningradskiy,RU,-8.68,89,19,4.72,69.3833,178.4167,1647860056
378,teguise,ES,64.62,49,40,10.36,29.0605,-13.564,1647859768
379,oyama,JP,55.58,46,76,6.98,36.3,139.8,1647860058
380,manakara,MG,78.44,58,40,6.71,-22.1333,48.0167,1647860059
381,matagami,CA,17.71,86,100,9.22,49.7502,-77.6328,1647860059
382,desbiens,CA,30.85,86,95,11.48,48.4178,-71.9495,1647860060
383,gladstone,AU,76.93,69,1,4.61,-23.85,151.25,1647860061
384,beaverlodge,CA,24.15,74,96,5.88,55.2166,-119.4361,1647859836
385,navashino,RU,40.1,82,69,12.95,55.5292,42.2003,1647860062
386,olinda,BR,78.53,94,75,5.75,-8.0089,-34.8553,1647860064
387,banamba,ML,98.1,10,53,11.65,13.55,-7.45,1647860065
388,camana,PE,69.22,86,98,6.38,-16.6228,-72.7111,1647860066
389,high level,CA,23.11,93,0,10.36,58.5169,-117.136,1647860067
390,korbach,DE,59.59,45,0,7.07,51.2756,8.873,1647860068
391,meulaboh,ID,82.26,74,73,6.08,4.1363,96.1285,1647860069
392,manono,CD,83.21,63,100,3.76,-7.3,27.4167,1647860069
393,beyneu,KZ,39.61,45,3,18.75,45.3167,55.2,1647860070
394,walvis bay,NA,70.09,63,48,8.72,-22.9575,14.5053,1647860071
395,fioletovo,AM,23.99,88,99,6.82,40.7224,44.7177,1647860072
396,arman,RU,28.02,88,100,9.82,59.7,150.1667,1647860073
397,guarapari,BR,78.89,77,39,11.9,-20.6667,-40.4975,1647859876
398,muisne,EC,75.9,90,99,5.75,0.6,-80.0333,1647860075
399,zamora,EC,67.62,99,100,0.63,-4.0692,-78.9567,1647860075
400,tarko-sale,RU,27.95,83,92,9.15,64.9225,77.785,1647860076
401,severo-kurilsk,RU,28.36,88,97,36.24,50.6789,156.125,1647860077
402,biaora,IN,98.37,8,0,14.12,23.8667,76.9167,1647860078
403,nantucket,US,44.71,72,100,14.97,41.2835,-70.0995,1647859878
404,saint-joseph,RE,79.18,86,93,13.6,-21.3667,55.6167,1647860079
405,zhigansk,RU,8.6,91,99,7.52,66.7697,123.3711,1647860080
406,kiama,AU,70.0,86,0,1.77,-34.6833,150.8667,1647860081
407,zhireken,RU,10.69,92,68,4.14,52.8249,117.3076,1647860082
408,otane,NZ,65.01,98,100,9.33,-39.8833,176.6333,1647860082
409,arlit,NE,97.25,7,36,5.88,18.7369,7.3853,1647860083
410,khani,GE,42.37,94,94,1.66,41.9563,42.9566,1647860084
411,maldonado,UY,54.79,63,0,8.9,-34.6667,-54.9167,1647860085
412,tagusao,PH,77.16,87,100,2.06,9.1924,117.8141,1647860086
413,asau,RO,50.95,26,17,11.34,46.4333,26.4,1647860086
414,chincha alta,PE,64.99,82,99,1.77,-13.4099,-76.1323,1647860087
415,cabra,ES,60.19,61,65,11.12,37.4725,-4.4421,1647860088
416,tagbac,PH,72.79,94,100,3.18,7.089,125.1567,1647860089
417,santa fe,AR,62.02,67,82,8.01,-31.6333,-60.7,1647860090
418,akdepe,TM,46.49,26,11,9.24,42.0551,59.3788,1647860090
419,banepa,NP,75.52,47,40,13.8,27.6298,85.5214,1647860091
420,port macquarie,AU,65.89,88,1,3.44,-31.4333,152.9167,1647860092
421,miranda,CO,66.33,93,99,2.82,3.2499,-76.2281,1647860093
422,sao joao da barra,BR,77.09,84,100,10.16,-21.6403,-41.0511,1647859873
423,port hardy,CA,44.6,87,100,18.41,50.6996,-127.4199,1647860095
424,perth,AU,78.1,49,0,12.66,-31.9333,115.8333,1647860071
425,lompoc,US,51.93,84,0,21.99,34.6391,-120.4579,1647860010
426,kaolack,SN,78.85,23,35,11.14,14.1825,-16.2533,1647860097
427,neuquen,AR,53.49,76,0,3.44,-38.9516,-68.0591,1647859820
428,labytnangi,RU,17.28,88,10,3.2,66.6572,66.4183,1647860098
429,pozo colorado,PY,73.67,74,15,5.82,-23.4923,-58.7972,1647860099
430,sungairaya,ID,81.19,81,97,2.3,0.7,108.9,1647860100
431,mafinga,TZ,82.11,53,100,5.3,-7.25,35.0667,1647860101
432,marfino,RU,50.14,40,0,13.42,55.7028,37.3822,1647860102
433,maloy,NO,47.93,58,0,0.65,61.9353,5.1136,1647860104
434,malartic,CA,25.02,80,96,8.75,48.1335,-78.1328,1647860104
435,tomatlan,MX,61.63,34,24,2.64,19.9333,-105.25,1647860105
436,seydi,TM,53.28,30,99,11.61,39.4816,62.9137,1647860106
437,salta,AR,58.57,92,100,2.3,-24.7859,-65.4117,1647860107
438,byron bay,AU,73.29,75,16,10.0,-28.65,153.6167,1647860103
439,comapa,GT,58.5,79,2,6.44,14.1167,-89.9167,1647860108
440,batagay-alyta,RU,-21.62,95,6,5.77,67.8006,130.4114,1647860109
441,blagoyevo,RU,31.08,79,100,8.61,63.3667,47.9167,1647860110
442,benavente,ES,52.77,64,100,8.46,42.0025,-5.6783,1647860111
443,dori,BF,100.26,10,17,11.59,14.0354,-0.0345,1647860111
444,bella union,UY,57.87,63,32,13.29,-30.2752,-57.6007,1647860112
445,shimoda,JP,51.26,77,87,4.68,34.6667,138.95,1647860113
446,kaniv,UA,47.82,59,3,11.92,49.7518,31.46,1647860114
447,virginia beach,US,51.85,58,0,9.22,36.8529,-75.978,1647860114
448,mwingi,KE,90.32,30,0,10.11,-0.9344,38.0601,1647860115
449,palembang,ID,86.09,70,20,3.44,-2.9167,104.7458,1647860116
450,nuuk,GL,-11.06,86,8,7.52,64.1835,-51.7216,1647859818
451,isangel,VU,80.64,87,100,15.68,-19.55,169.2667,1647860117
452,obeliai,LT,50.65,47,0,4.65,55.9667,25.15,1647860118
453,valley city,US,36.7,90,100,9.19,46.9233,-98.0032,1647860119
454,lahat,ID,80.89,78,74,2.37,-3.8,103.5333,1647860120
455,hobyo,SO,83.77,58,2,13.4,5.3505,48.5268,1647860120
456,challans,FR,59.92,79,69,16.2,46.8436,-1.8749,1647860121
457,grand gaube,MU,88.38,73,52,5.01,-20.0064,57.6608,1647860122
458,ambulu,ID,78.78,86,95,2.15,-8.345,113.6058,1647860123
459,veracruz,MX,66.45,71,1,2.71,19.3333,-96.6667,1647860124
460,union,US,45.9,57,0,11.5,40.6334,-74.2663,1647859922
461,saint george,US,46.99,23,0,27.63,37.1041,-113.5841,1647860126
462,kabala,SL,88.2,42,82,3.89,9.5833,-11.55,1647860127
463,tawang,IN,54.37,62,48,6.67,27.5833,91.8667,1647860128
464,lyuban,BY,50.94,50,2,6.08,52.7985,28.0048,1647860129
465,bud,US,45.82,85,47,6.24,39.447,-86.1758,1647860130
466,saint-francois,FR,56.68,47,0,12.66,46.4154,3.9054,1647860130
467,elizabeth city,US,46.42,73,0,6.96,36.2946,-76.2511,1647860131
468,vylkove,UA,46.8,44,44,11.1,45.4021,29.586,1647860132
469,dickinson,US,68.16,89,100,7.0,29.4608,-95.0513,1647860133
470,holetown,BB,75.76,73,80,14.81,13.1867,-59.6381,1647860134
471,sayyan,YE,72.7,25,24,15.93,15.1718,44.3244,1647860134
472,teahupoo,PF,73.36,77,23,19.01,-17.8333,-149.2667,1647860135
473,adrar,MR,83.68,11,2,14.29,20.5022,-10.0711,1647860136
474,birjand,IR,79.27,6,0,13.8,32.8663,59.2211,1647860137
475,panzhihua,CN,86.92,16,20,13.27,26.5851,101.7128,1647860137
476,mackenzie,CA,32.22,100,100,8.05,55.2999,-123.1698,1647860138
477,wajir,KE,93.16,36,20,8.05,1.7471,40.0573,1647860139
478,kaa-khem,RU,13.91,94,45,2.1,51.6833,94.7333,1647860140
479,chapais,CA,20.98,92,100,9.17,49.7834,-74.8492,1647860141
480,tres arroyos,AR,54.81,63,100,13.47,-38.3739,-60.2798,1647860141
481,nizhniy ufaley,RU,28.22,81,100,9.35,55.9153,59.9842,1647860142
482,pundaguitan,PH,81.95,76,100,9.69,6.3711,126.1689,1647860143
483,namtsy,RU,-0.92,96,94,2.57,62.7161,129.6658,1647860144
484,taoudenni,ML,85.08,11,0,15.59,22.6783,-3.9836,1647860145
485,kholm,RU,47.43,68,21,6.8,59.2667,32.85,1647860145
486,port washington,US,44.85,61,29,1.99,40.8257,-73.6982,1647860146
487,talcahuano,CL,56.88,100,100,4.61,-36.7167,-73.1167,1647860147
488,eureka,US,41.58,81,83,3.22,40.8021,-124.1637,1647860148
489,tezu,IN,91.85,23,7,4.32,27.9167,96.1667,1647860149
490,cobadin,RO,50.31,31,5,13.94,44.0833,28.2167,1647860150
491,olafsvik,IS,34.92,70,100,11.65,64.8945,-23.7142,1647860151
492,erdaojiang,CN,31.03,98,99,3.65,41.7764,126.0319,1647860152
493,lida,BY,50.72,47,0,5.64,53.8833,25.2997,1647860152
494,honiara,SB,78.94,79,86,2.06,-9.4333,159.95,1647860153
495,ahipara,NZ,65.37,92,9,8.75,-35.1667,173.1667,1647860154
496,hajipur,IN,96.78,38,8,3.44,25.6833,85.2167,1647860155
497,ust-maya,RU,-3.66,96,83,3.04,60.4167,134.5333,1647860156
498,talnakh,RU,2.21,95,40,5.61,69.4865,88.3972,1647860158
499,san quintin,MX,55.38,91,35,8.57,30.4833,-115.95,1647860158
500,dire,ML,96.53,13,74,5.79,12.2833,-10.9667,1647860159
501,escanaba,US,28.36,86,0,5.75,45.7453,-87.0646,1647860160
502,puerto carreno,CO,77.25,67,76,5.46,6.189,-67.4859,1647860161
503,broome,US,35.37,72,89,4.0,42.2506,-75.833,1647860162
504,jacareacanga,BR,72.41,100,100,0.58,-6.2222,-57.7528,1647860162
505,amberley,US,47.08,75,0,0.0,39.2048,-84.428,1647859880
506,shenzhen,CN,79.99,93,23,8.3,22.5455,114.0683,1647859987
507,alexandria,EG,59.54,51,0,11.5,31.2156,29.9553,1647860024
508,tambovka,RU,16.09,87,98,6.02,50.0969,128.0489,1647860166
509,hearst,CA,16.05,96,61,5.77,49.6835,-83.6665,1647860166
510,sao geraldo do araguaia,BR,75.34,93,98,0.83,-6.4006,-48.555,1647859995
511,inhambane,MZ,85.98,48,40,13.8,-23.865,35.3833,1647860168
512,ambon,ID,82.54,78,40,2.3,-3.6954,128.1814,1647860168
513,fallon,US,42.42,32,77,5.03,39.4735,-118.7774,1647860169
514,la ronge,CA,32.25,93,100,13.8,55.1001,-105.2842,1647860170
515,aras,ES,49.73,87,100,19.57,42.5617,-2.356,1647860172
516,acari,PE,70.99,79,99,2.66,-15.4311,-74.6158,1647860173
517,saraza,PH,76.57,88,100,4.14,8.7356,117.78,1647860174
518,wakkanai,JP,33.53,53,92,23.71,45.4094,141.6739,1647860175
519,pimentel,PE,70.0,84,100,10.16,-6.8367,-79.9342,1647860176
520,flinders,AU,66.18,83,1,4.0,-34.5833,150.8552,1647860177
521,zyryanka,RU,13.12,95,100,22.93,65.75,150.85,1647860178
522,tazovskiy,RU,7.92,94,56,9.82,67.4667,78.7,1647860179
523,ponta delgada,PT,59.72,58,75,24.16,37.7333,-25.6667,1647860180
524,sorland,NO,40.55,73,98,13.82,67.667,12.6934,1647860181
525,shubarshi,KZ,30.38,96,100,21.63,48.5872,57.1869,1647860182
526,cockburn town,TC,77.58,70,72,12.03,21.4612,-71.1419,1647860067
527,kirillov,RU,41.0,80,10,5.06,59.863,38.3813,1647860183
528,souillac,MU,80.98,83,40,6.91,-20.5167,57.5167,1647860184
529,viedma,AR,61.92,53,100,22.77,-40.8135,-62.9967,1647860184
530,orasac,BA,47.77,29,0,9.31,44.6289,16.0711,1647860185
531,finschhafen,PG,82.24,81,100,10.6,-6.6024,147.8681,1647860186
532,yar-sale,RU,9.81,92,57,15.48,66.8333,70.8333,1647860187
533,huixtla,MX,75.22,59,0,4.21,15.15,-92.4667,1647860188
534,san pedro del parana,PY,62.76,75,0,5.19,-26.8333,-56.2,1647860188
535,ciudad bolivar,VE,73.06,85,71,7.58,8.1222,-63.5497,1647860024
536,svetlogorsk,BY,50.58,53,4,7.49,52.6333,29.7333,1647860190
537,tecoanapa,MX,76.15,60,32,4.54,16.5167,-98.75,1647860191
538,gaoual,GN,96.62,20,81,2.75,11.75,-13.2,1647860192
539,fairbanks,US,-9.4,77,0,0.0,64.8378,-147.7164,1647860193
540,nenita,PH,77.94,92,94,5.41,12.4917,124.8044,1647860193
541,lieksa,FI,39.4,87,82,7.94,63.3167,30.0167,1647860194
542,kondopoga,RU,49.68,99,52,4.79,62.2057,34.2614,1647860195
543,ankazoabo,MG,91.11,28,1,3.67,-22.2833,44.5167,1647860196
544,makakilo city,US,71.56,86,0,3.44,21.3469,-158.0858,1647860090
545,auki,SB,78.48,82,91,2.89,-8.7676,160.7034,1647860197
546,beloha,MG,84.24,40,2,14.97,-25.1667,45.05,1647860198
547,hirara,JP,73.67,88,75,14.97,24.8,125.2833,1647860199
548,nisia floresta,BR,79.18,79,90,7.81,-6.0911,-35.2086,1647859988
549,ketchikan,US,44.58,98,100,6.64,55.3422,-131.6461,1647860200
550,zhuhai,CN,82.85,94,40,9.22,22.2769,113.5678,1647860201
551,tupik,RU,13.3,89,100,3.89,54.4253,119.9327,1647860202
552,guisguis,PH,84.06,84,72,11.88,13.8714,121.5192,1647860202
553,granadilla de abona,ES,61.2,50,20,4.61,28.1188,-16.576,1647860203
554,namatanai,PG,80.62,80,76,6.04,-3.6667,152.4333,1647860205
555,bubaque,GW,75.4,61,52,7.58,11.2833,-15.8333,1647860206
556,sabzevar,IR,67.28,21,0,0.0,36.2126,57.6819,1647860207
557,richards bay,ZA,80.38,51,45,11.14,-28.783,32.0377,1647860207
558,les escoumins,CA,29.55,91,99,7.14,48.1111,-69.0236,1647860208
559,burgeo,CA,34.9,98,100,10.54,47.6167,-57.6152,1647860209
560,broken hill,AU,85.71,26,40,8.05,-31.95,141.4333,1647860210
561,riyadh,SA,84.34,10,49,11.88,24.6877,46.7219,1647859941
562,ascension,US,57.99,91,0,0.0,30.2169,-90.9001,1647860211
563,bowen,AU,78.42,67,30,14.0,-20.0167,148.2333,1647860212
564,yarkovo,RU,30.78,89,95,5.73,57.4028,67.0786,1647860213
565,snyder,US,59.34,72,100,17.27,32.7179,-100.9176,1647860213
